"date","sig_total","sig_quorum","id"
"2015-08-05","696","695",2
"2015-08-06","1318","1315",2
"2015-08-07","1544","1539",2
"2015-08-08","1610","1605",2
"2015-08-09","1716","1711",2
"2015-08-10","1890","1885",2
"2015-08-11","2024","2019",2
"2015-08-12","2116","2111",2
"2015-08-13","2173","2168",2
"2015-08-14","2206","2201",2
"2015-08-15","2222","2217",2
"2015-08-16","2228","2223",2
"2015-08-17","2309","2302",2
"2015-08-18","2398","2391",2
"2015-08-19","2439","2432",2
"2015-08-20","2483","2476",2
"2015-08-21","2517","2510",2
"2015-08-22","2532","2524",2
"2015-08-23","2548","2540",2
"2015-08-24","2568","2560",2
"2015-08-25","2670","2662",2
"2015-08-26","2680","2672",2
"2015-08-27","2700","2692",2
"2015-08-28","2704","2696",2
"2015-08-29","2710","2702",2
"2015-08-30","2715","2707",2
"2015-08-31","2737","2729",2
"2015-09-01","2805","2797",2
"2015-09-02","2838","2830",2
"2015-09-03","2883","2875",2
"2015-09-04","2952","2944",2
"2015-09-05","2973","2965",2
"2015-09-06","2985","2977",2
"2015-09-07","3018","3010",2
"2015-09-08","3039","3031",2
"2015-09-09","3061","3053",2
"2015-09-10","3118","3109",2
"2015-09-11","3142","3133",2
"2015-09-12","3152","3143",2
"2015-09-13","3162","3153",2
"2015-09-14","3176","3167",2
"2015-09-15","3263","3254",2
"2015-09-16","3316","3307",2
"2015-09-17","3328","3319",2
"2015-09-18","3339","3330",2
"2015-09-19","3345","3336",2
"2015-09-20","3356","3347",2
"2015-09-21","3421","3412",2
"2015-09-22","3472","3463",2
"2015-09-23","3514","3505",2
"2015-09-24","3531","3522",2
"2015-09-25","3542","3533",2
"2015-09-26","3554","3545",2
"2015-09-27","3556","3547",2
"2015-09-28","3561","3552",2
"2015-09-29","3563","3554",2
"2015-09-30","3566","3557",2
"2015-10-01","3576","3567",2
"2015-10-02","3578","3569",2
"2015-08-05","696","695",4
"2015-08-06","1318","1315",4
"2015-08-07","1544","1539",4
"2015-08-08","1610","1605",4
"2015-08-09","1716","1711",4
"2015-08-10","1890","1885",4
"2015-08-11","2024","2019",4
"2015-08-12","2116","2111",4
"2015-08-13","2173","2168",4
"2015-08-14","2206","2201",4
"2015-08-15","2222","2217",4
"2015-08-16","2228","2223",4
"2015-08-17","2309","2302",4
"2015-08-18","2398","2391",4
"2015-08-19","2439","2432",4
"2015-08-20","2483","2476",4
"2015-08-21","2517","2510",4
"2015-08-22","2532","2524",4
"2015-08-23","2548","2540",4
"2015-08-24","2568","2560",4
"2015-08-25","2670","2662",4
"2015-08-26","2680","2672",4
"2015-08-27","2700","2692",4
"2015-08-28","2704","2696",4
"2015-08-29","2710","2702",4
"2015-08-30","2715","2707",4
"2015-08-31","2737","2729",4
"2015-09-01","2805","2797",4
"2015-09-02","2838","2830",4
"2015-09-03","2883","2875",4
"2015-09-04","2952","2944",4
"2015-09-05","2973","2965",4
"2015-09-06","2985","2977",4
"2015-09-07","3018","3010",4
"2015-09-08","3039","3031",4
"2015-09-09","3061","3053",4
"2015-09-10","3118","3109",4
"2015-09-11","3142","3133",4
"2015-09-12","3152","3143",4
"2015-09-13","3162","3153",4
"2015-09-14","3176","3167",4
"2015-09-15","3263","3254",4
"2015-09-16","3316","3307",4
"2015-09-17","3328","3319",4
"2015-09-18","3339","3330",4
"2015-09-19","3345","3336",4
"2015-09-20","3356","3347",4
"2015-09-21","3421","3412",4
"2015-09-22","3472","3463",4
"2015-09-23","3514","3505",4
"2015-09-24","3531","3522",4
"2015-09-25","3542","3533",4
"2015-09-26","3554","3545",4
"2015-09-27","3556","3547",4
"2015-09-28","3561","3552",4
"2015-09-29","3563","3554",4
"2015-09-30","3566","3557",4
"2015-10-01","3576","3567",4
"2015-10-02","3578","3569",4
"2015-07-28","2","0",5
"2015-07-29","17","0",5
"2015-07-30","42","0",5
"2015-07-31","69","0",5
"2015-08-01","77","0",5
"2015-08-02","79","0",5
"2015-08-03","88","0",5
"2015-08-04","144","0",5
"2015-08-05","199","0",5
"2015-08-06","217","0",5
"2015-08-07","226","0",5
"2015-08-08","230","0",5
"2015-08-09","231","0",5
"2015-08-10","262","0",5
"2015-08-11","286","0",5
"2015-08-12","330","0",5
"2015-08-13","357","0",5
"2015-08-14","384","0",5
"2015-08-15","392","0",5
"2015-08-16","408","0",5
"2015-08-17","440","0",5
"2015-08-18","456","0",5
"2015-08-19","509","0",5
"2015-08-20","536","0",5
"2015-08-21","562","0",5
"2015-08-22","567","0",5
"2015-08-23","583","0",5
"2015-08-24","641","0",5
"2015-08-25","661","0",5
"2015-08-26","687","0",5
"2015-08-27","810","0",5
"2015-08-28","826","0",5
"2015-08-29","886","0",5
"2015-08-30","914","0",5
"2015-08-31","943","0",5
"2015-09-01","1079","0",5
"2015-09-02","1092","0",5
"2015-09-03","1152","0",5
"2015-09-04","1180","0",5
"2015-09-05","1190","0",5
"2015-09-06","1230","0",5
"2015-09-07","1245","0",5
"2015-09-08","1284","0",5
"2015-09-09","1314","0",5
"2015-09-10","1390","0",5
"2015-09-11","1434","0",5
"2015-09-12","1436","0",5
"2015-09-13","1438","0",5
"2015-09-14","1454","0",5
"2015-09-15","1583","0",5
"2015-09-16","1590","0",5
"2015-09-17","1611","0",5
"2015-09-18","1617","0",5
"2015-09-19","1619","0",5
"2015-09-20","1620","0",5
"2015-09-21","1621","0",5
"2015-09-22","1623","0",5
"2015-09-23","1623","0",5
"2015-09-24","1629","0",5
"2015-09-25","1632","0",5
"2015-09-26","1633","0",5
"2015-09-27","1638","0",5
"2015-09-28","1697","0",5
"2015-09-29","1703","0",5
"2015-09-30","1706","0",5
"2015-10-01","1736","0",5
"2015-10-02","1741","0",5
"2015-03-24","0","0",6
"2015-03-25","14","0",6
"2015-03-26","53","0",6
"2015-03-27","66","0",6
"2015-03-28","84","0",6
"2015-03-29","116","0",6
"2015-03-30","125","0",6
"2015-03-31","127","0",6
"2015-04-01","128","0",6
"2015-04-02","161","0",6
"2015-04-03","162","0",6
"2015-04-04","166","0",6
"2015-04-05","179","0",6
"2015-04-06","232","0",6
"2015-04-07","251","0",6
"2015-04-08","276","0",6
"2015-04-09","280","0",6
"2015-04-10","370","0",6
"2015-04-11","476","0",6
"2015-04-12","506","0",6
"2015-04-13","525","0",6
"2015-04-14","543","0",6
"2015-04-15","587","0",6
"2015-04-16","626","0",6
"2015-04-17","666","0",6
"2015-04-18","698","0",6
"2015-04-19","714","0",6
"2015-04-20","722","0",6
"2015-04-21","737","0",6
"2015-04-22","750","0",6
"2015-04-23","766","0",6
"2015-04-24","784","0",6
"2015-04-25","808","0",6
"2015-04-26","980","0",6
"2015-04-27","1036","0",6
"2015-04-28","1048","0",6
"2015-04-29","1088","0",6
"2015-04-30","1094","0",6
"2015-05-01","1095","0",6
"2015-05-02","1126","0",6
"2015-05-03","1131","0",6
"2015-05-04","1132","0",6
"2015-05-05","1139","0",6
"2015-05-06","1139","0",6
"2015-05-07","1141","0",6
"2015-05-08","1142","0",6
"2015-05-09","1142","0",6
"2015-05-10","1142","0",6
"2015-05-11","1142","0",6
"2015-05-12","1142","0",6
"2015-05-13","1142","0",6
"2015-05-14","1143","0",6
"2015-05-15","1143","0",6
"2015-05-16","1144","0",6
"2015-05-17","1144","0",6
"2015-05-18","1144","0",6
"2015-05-19","1147","0",6
"2015-05-20","1147","0",6
"2015-05-21","1147","0",6
"2015-05-22","1147","0",6
"2015-05-23","1147","0",6
"2015-05-24","1148","0",6
"2015-05-25","1148","0",6
"2015-05-26","1148","0",6
"2015-05-27","1148","0",6
"2015-05-28","1148","0",6
"2015-05-29","1148","0",6
"2015-05-30","1148","0",6
"2015-05-31","1150","0",6
"2015-06-01","1150","0",6
"2015-06-02","1150","0",6
"2015-06-03","1150","0",6
"2015-06-04","1150","0",6
"2015-06-05","1150","0",6
"2015-06-06","1151","0",6
"2015-06-07","1151","0",6
"2015-06-08","1151","0",6
"2015-06-09","1151","0",6
"2015-06-10","1151","0",6
"2015-06-11","1151","0",6
"2015-06-12","1151","0",6
"2015-06-13","1151","0",6
"2015-06-14","1151","0",6
"2015-06-15","1151","0",6
"2015-06-16","1151","0",6
"2015-06-17","1161","0",6
"2015-06-18","1161","0",6
"2015-06-19","1161","0",6
"2015-06-20","1161","0",6
"2015-06-21","1161","0",6
"2015-06-22","1161","0",6
"2015-06-23","1161","0",6
"2015-06-24","1161","0",6
"2015-06-25","1161","0",6
"2015-06-26","1161","0",6
"2015-06-27","1161","0",6
"2015-06-28","1161","0",6
"2015-06-29","1161","0",6
"2015-06-30","1161","0",6
"2015-07-01","1161","0",6
"2015-07-02","1161","0",6
"2015-07-03","1194","0",6
"2015-07-04","1194","0",6
"2015-07-05","1194","0",6
"2015-07-06","1194","0",6
"2015-07-07","1194","0",6
"2015-07-08","1194","0",6
"2015-07-09","1194","0",6
"2015-07-10","1194","0",6
"2015-07-11","1195","0",6
"2015-07-12","1195","0",6
"2015-07-13","1195","0",6
"2015-07-14","1195","0",6
"2015-07-15","1195","0",6
"2015-07-16","1195","0",6
"2015-07-17","1195","0",6
"2015-07-18","1195","0",6
"2015-07-19","1195","0",6
"2015-07-20","1197","0",6
"2015-07-21","1198","0",6
"2015-07-22","1198","0",6
"2015-07-23","1198","0",6
"2015-07-24","1198","0",6
"2015-07-25","1198","0",6
"2015-07-26","1198","0",6
"2015-07-27","1198","0",6
"2015-07-28","1198","0",6
"2015-07-29","1198","0",6
"2015-07-30","1198","0",6
"2015-07-31","1198","0",6
"2015-08-01","1198","0",6
"2015-08-02","1198","0",6
"2015-08-03","1198","0",6
"2015-08-04","1198","0",6
"2015-08-05","1198","0",6
"2015-08-06","1198","0",6
"2015-08-07","1198","0",6
"2015-08-08","1198","0",6
"2015-08-09","1198","0",6
"2015-08-10","1198","0",6
"2015-08-11","1199","0",6
"2015-08-12","1199","0",6
"2015-08-13","1199","0",6
"2015-08-14","1199","0",6
"2015-08-15","1199","0",6
"2015-08-16","1199","0",6
"2015-08-17","1199","0",6
"2015-08-18","1199","0",6
"2015-08-19","1199","0",6
"2015-08-20","1199","0",6
"2015-08-21","1199","0",6
"2015-08-22","1199","0",6
"2015-08-23","1199","0",6
"2015-08-24","1199","0",6
"2015-08-25","1199","0",6
"2015-08-26","1199","0",6
"2015-08-27","1199","0",6
"2015-08-28","1199","0",6
"2015-08-29","1200","0",6
"2015-08-30","1200","0",6
"2015-08-31","1200","0",6
"2015-09-01","1200","0",6
"2015-09-02","1200","0",6
"2015-09-03","1200","0",6
"2015-09-04","1200","0",6
"2015-09-05","1200","0",6
"2015-09-06","1200","0",6
"2015-09-07","1200","0",6
"2015-09-08","1200","0",6
"2015-09-09","1200","0",6
"2015-09-10","1200","0",6
"2015-09-11","1200","0",6
"2015-09-12","1200","0",6
"2015-09-13","1200","0",6
"2015-09-14","1201","0",6
"2015-09-15","1201","0",6
"2015-09-16","1202","0",6
"2015-09-17","1202","0",6
"2015-09-18","1202","0",6
"2015-09-19","1202","0",6
"2015-09-20","1202","0",6
"2015-09-21","1202","0",6
"2015-09-22","1202","0",6
"2015-09-23","1202","0",6
"2015-09-24","1237","0",6
"2015-09-25","1241","0",6
"2015-09-26","1241","0",6
"2015-09-27","1241","0",6
"2015-09-28","1241","0",6
"2015-09-29","1241","0",6
"2015-09-30","1241","0",6
"2015-10-01","1241","0",6
"2015-10-02","1241","0",6
"2015-05-10","4","0",7
"2015-05-11","21","0",7
"2015-05-12","26","0",7
"2015-05-13","37","0",7
"2015-05-14","117","0",7
"2015-05-15","156","0",7
"2015-05-16","161","0",7
"2015-05-17","166","0",7
"2015-05-18","235","0",7
"2015-05-19","365","0",7
"2015-05-20","420","0",7
"2015-05-21","452","0",7
"2015-05-22","499","0",7
"2015-05-23","509","0",7
"2015-05-24","518","0",7
"2015-05-25","526","0",7
"2015-05-26","537","0",7
"2015-05-27","637","0",7
"2015-05-28","692","0",7
"2015-05-29","708","0",7
"2015-05-30","714","0",7
"2015-05-31","717","0",7
"2015-06-01","723","0",7
"2015-06-02","726","0",7
"2015-06-03","739","0",7
"2015-06-04","750","0",7
"2015-06-05","753","0",7
"2015-06-06","753","0",7
"2015-06-07","760","0",7
"2015-06-08","805","0",7
"2015-06-09","815","0",7
"2015-06-10","816","0",7
"2015-06-11","819","0",7
"2015-06-12","821","0",7
"2015-06-13","823","0",7
"2015-06-14","823","0",7
"2015-06-15","824","0",7
"2015-06-16","825","0",7
"2015-06-17","829","0",7
"2015-06-18","831","2",7
"2015-06-19","843","11",7
"2015-06-20","849","17",7
"2015-06-21","859","21",7
"2015-06-22","888","31",7
"2015-06-23","899","39",7
"2015-06-24","921","61",7
"2015-06-25","940","75",7
"2015-06-26","948","83",7
"2015-06-27","950","85",7
"2015-06-28","957","89",7
"2015-06-29","961","93",7
"2015-06-30","962","93",7
"2015-07-01","964","94",7
"2015-07-02","964","94",7
"2015-07-03","966","96",7
"2015-07-04","966","96",7
"2015-07-05","968","98",7
"2015-07-06","977","104",7
"2015-07-07","987","108",7
"2015-07-08","990","111",7
"2015-07-09","991","112",7
"2015-07-10","991","112",7
"2015-07-11","992","113",7
"2015-07-12","992","113",7
"2015-07-13","993","114",7
"2015-07-14","995","115",7
"2015-07-15","997","117",7
"2015-07-16","1003","122",7
"2015-07-17","1014","133",7
"2015-07-18","1021","140",7
"2015-07-19","1022","141",7
"2015-07-20","1023","142",7
"2015-07-21","1030","149",7
"2015-07-22","1032","151",7
"2015-07-23","1033","152",7
"2015-07-24","1036","154",7
"2015-07-25","1036","154",7
"2015-07-26","1038","156",7
"2015-07-27","1040","158",7
"2015-07-28","1040","158",7
"2015-07-29","1041","159",7
"2015-07-30","1044","162",7
"2015-07-31","1044","162",7
"2015-08-01","1044","162",7
"2015-08-02","1047","165",7
"2015-08-03","1048","166",7
"2015-08-04","1050","166",7
"2015-08-05","1052","168",7
"2015-08-06","1057","173",7
"2015-08-07","1058","174",7
"2015-08-08","1060","176",7
"2015-08-09","1061","177",7
"2015-08-10","1061","177",7
"2015-08-11","1063","178",7
"2015-08-12","1068","183",7
"2015-08-13","1070","185",7
"2015-08-14","1070","185",7
"2015-08-15","1070","185",7
"2015-08-16","1070","185",7
"2015-08-17","1072","187",7
"2015-08-18","1075","189",7
"2015-08-19","1076","190",7
"2015-08-20","1087","201",7
"2015-08-21","1094","207",7
"2015-08-22","1094","207",7
"2015-08-23","1095","208",7
"2015-08-24","1095","208",7
"2015-08-25","1104","217",7
"2015-08-26","1107","220",7
"2015-08-27","1109","222",7
"2015-08-28","1110","222",7
"2015-08-29","1111","223",7
"2015-08-30","1112","223",7
"2015-08-31","1117","227",7
"2015-09-01","1120","230",7
"2015-09-02","1128","237",7
"2015-09-03","1132","241",7
"2015-09-04","1134","243",7
"2015-09-05","1137","245",7
"2015-09-06","1137","245",7
"2015-09-07","1141","249",7
"2015-09-08","1141","249",7
"2015-09-09","1145","253",7
"2015-09-10","1148","256",7
"2015-09-11","1148","256",7
"2015-09-12","1148","256",7
"2015-09-13","1149","257",7
"2015-09-14","1151","259",7
"2015-09-15","1151","259",7
"2015-09-16","1153","261",7
"2015-09-17","1154","262",7
"2015-09-18","1154","262",7
"2015-09-19","1154","262",7
"2015-09-20","1154","262",7
"2015-09-21","1154","262",7
"2015-09-22","1155","263",7
"2015-09-23","1159","267",7
"2015-09-24","1161","269",7
"2015-09-25","1161","269",7
"2015-09-26","1172","280",7
"2015-09-27","1172","280",7
"2015-09-28","1172","280",7
"2015-09-29","1174","282",7
"2015-09-30","1174","282",7
"2015-10-01","1175","283",7
"2015-10-02","1176","284",7
"2015-09-17","107","101",8
"2015-09-18","242","236",8
"2015-09-19","370","364",8
"2015-09-20","413","404",8
"2015-09-21","493","483",8
"2015-09-22","550","537",8
"2015-09-23","586","569",8
"2015-09-24","637","605",8
"2015-09-25","683","618",8
"2015-09-26","688","621",8
"2015-09-27","706","636",8
"2015-09-28","753","683",8
"2015-09-29","785","715",8
"2015-09-30","789","719",8
"2015-10-01","802","731",8
"2015-10-02","803","732",8
"2015-09-06","9","0",9
"2015-09-07","171","0",9
"2015-09-08","253","0",9
"2015-09-09","328","0",9
"2015-09-10","344","0",9
"2015-09-11","362","0",9
"2015-09-12","380","0",9
"2015-09-13","408","0",9
"2015-09-14","453","0",9
"2015-09-15","465","0",9
"2015-09-16","498","0",9
"2015-09-17","512","0",9
"2015-09-18","517","0",9
"2015-09-19","522","0",9
"2015-09-20","533","0",9
"2015-09-21","545","0",9
"2015-09-22","556","0",9
"2015-09-23","582","0",9
"2015-09-24","599","0",9
"2015-09-25","605","0",9
"2015-09-26","607","0",9
"2015-09-27","610","0",9
"2015-09-28","620","0",9
"2015-09-29","625","0",9
"2015-09-30","633","0",9
"2015-10-01","640","0",9
"2015-10-02","640","0",9
"2015-09-02","161","0",10
"2015-09-03","281","0",10
"2015-09-04","325","0",10
"2015-09-05","335","0",10
"2015-09-06","352","0",10
"2015-09-07","366","0",10
"2015-09-08","386","0",10
"2015-09-09","392","0",10
"2015-09-10","396","0",10
"2015-09-11","401","0",10
"2015-09-12","403","0",10
"2015-09-13","412","0",10
"2015-09-14","465","0",10
"2015-09-15","482","0",10
"2015-09-16","492","0",10
"2015-09-17","502","0",10
"2015-09-18","550","0",10
"2015-09-19","563","0",10
"2015-09-20","578","0",10
"2015-09-21","585","0",10
"2015-09-22","593","0",10
"2015-09-23","597","0",10
"2015-09-24","600","0",10
"2015-09-25","602","0",10
"2015-09-26","602","0",10
"2015-09-27","602","0",10
"2015-09-28","604","0",10
"2015-09-29","605","0",10
"2015-09-30","605","0",10
"2015-10-01","606","0",10
"2015-10-02","606","0",10
"2015-09-14","3","0",13
"2015-09-15","23","0",13
"2015-09-16","31","0",13
"2015-09-17","39","0",13
"2015-09-18","39","0",13
"2015-09-19","39","0",13
"2015-09-20","44","0",13
"2015-09-21","44","0",13
"2015-09-22","44","0",13
"2015-09-23","168","0",13
"2015-09-24","189","0",13
"2015-09-25","193","0",13
"2015-09-26","210","0",13
"2015-09-27","273","0",13
"2015-09-28","287","0",13
"2015-09-29","291","0",13
"2015-09-30","293","0",13
"2015-10-01","294","0",13
"2015-10-02","294","0",13
"2015-08-22","3","0",14
"2015-08-23","3","0",14
"2015-08-24","7","0",14
"2015-08-25","9","0",14
"2015-08-26","15","0",14
"2015-08-27","19","0",14
"2015-08-28","19","0",14
"2015-08-29","19","0",14
"2015-08-30","20","0",14
"2015-08-31","20","0",14
"2015-09-01","21","0",14
"2015-09-02","22","0",14
"2015-09-03","22","0",14
"2015-09-04","23","0",14
"2015-09-05","23","0",14
"2015-09-06","23","0",14
"2015-09-07","24","0",14
"2015-09-08","40","0",14
"2015-09-09","50","0",14
"2015-09-10","129","0",14
"2015-09-11","171","0",14
"2015-09-12","179","0",14
"2015-09-13","193","0",14
"2015-09-14","204","0",14
"2015-09-15","206","0",14
"2015-09-16","209","0",14
"2015-09-17","212","0",14
"2015-09-18","214","0",14
"2015-09-19","214","0",14
"2015-09-20","223","0",14
"2015-09-21","224","0",14
"2015-09-22","224","0",14
"2015-09-23","225","0",14
"2015-09-24","225","0",14
"2015-09-25","226","0",14
"2015-09-26","226","0",14
"2015-09-27","227","0",14
"2015-09-28","227","0",14
"2015-09-29","227","0",14
"2015-09-30","229","0",14
"2015-10-01","229","0",14
"2015-10-02","229","0",14
"2015-09-09","2","0",15
"2015-09-10","4","0",15
"2015-09-11","4","0",15
"2015-09-12","4","0",15
"2015-09-13","4","0",15
"2015-09-14","4","0",15
"2015-09-15","37","0",15
"2015-09-16","70","0",15
"2015-09-17","80","0",15
"2015-09-18","85","0",15
"2015-09-19","86","0",15
"2015-09-20","87","0",15
"2015-09-21","90","0",15
"2015-09-22","92","0",15
"2015-09-23","118","0",15
"2015-09-24","129","0",15
"2015-09-25","136","0",15
"2015-09-26","137","0",15
"2015-09-27","137","0",15
"2015-09-28","137","0",15
"2015-09-29","149","0",15
"2015-09-30","157","0",15
"2015-10-01","158","0",15
"2015-10-02","158","0",15
"2015-09-30","1","0",16
"2015-10-01","140","0",16
"2015-10-02","158","0",16
"2015-09-17","59","0",17
"2015-09-18","92","0",17
"2015-09-19","97","0",17
"2015-09-20","105","0",17
"2015-09-21","118","0",17
"2015-09-22","122","0",17
"2015-09-23","125","0",17
"2015-09-24","128","0",17
"2015-09-25","133","0",17
"2015-09-26","135","0",17
"2015-09-27","137","0",17
"2015-09-28","138","0",17
"2015-09-29","139","0",17
"2015-09-30","140","0",17
"2015-10-01","141","0",17
"2015-10-02","141","0",17
"2015-08-25","2","0",18
"2015-08-26","50","0",18
"2015-08-27","72","0",18
"2015-08-28","76","0",18
"2015-08-29","79","0",18
"2015-08-30","81","0",18
"2015-08-31","82","0",18
"2015-09-01","86","0",18
"2015-09-02","89","0",18
"2015-09-03","92","0",18
"2015-09-04","92","0",18
"2015-09-05","93","0",18
"2015-09-06","93","0",18
"2015-09-07","95","0",18
"2015-09-08","96","0",18
"2015-09-09","97","0",18
"2015-09-10","97","0",18
"2015-09-11","97","0",18
"2015-09-12","97","0",18
"2015-09-13","97","0",18
"2015-09-14","98","0",18
"2015-09-15","98","0",18
"2015-09-16","99","0",18
"2015-09-17","107","0",18
"2015-09-18","109","0",18
"2015-09-19","110","0",18
"2015-09-20","110","0",18
"2015-09-21","111","0",18
"2015-09-22","111","0",18
"2015-09-23","112","0",18
"2015-09-24","112","0",18
"2015-09-25","112","0",18
"2015-09-26","114","0",18
"2015-09-27","119","0",18
"2015-09-28","121","0",18
"2015-09-29","121","0",18
"2015-09-30","121","0",18
"2015-10-01","121","0",18
"2015-10-02","121","0",18
"2015-07-15","31","15",19
"2015-07-16","36","18",19
"2015-07-17","36","18",19
"2015-07-18","58","30",19
"2015-07-19","63","33",19
"2015-07-20","63","33",19
"2015-07-21","64","33",19
"2015-07-22","64","33",19
"2015-07-23","64","33",19
"2015-07-24","65","34",19
"2015-07-25","67","34",19
"2015-07-26","81","40",19
"2015-07-27","88","46",19
"2015-07-28","90","46",19
"2015-07-29","91","46",19
"2015-07-30","93","48",19
"2015-07-31","94","48",19
"2015-08-01","96","50",19
"2015-08-02","98","51",19
"2015-08-03","99","52",19
"2015-08-04","99","52",19
"2015-08-05","99","52",19
"2015-08-06","99","52",19
"2015-08-07","99","52",19
"2015-08-08","99","52",19
"2015-08-09","99","52",19
"2015-08-10","99","52",19
"2015-08-11","99","52",19
"2015-08-12","99","52",19
"2015-08-13","99","52",19
"2015-08-14","99","52",19
"2015-08-15","99","52",19
"2015-08-16","99","52",19
"2015-08-17","100","53",19
"2015-08-18","104","55",19
"2015-08-19","104","55",19
"2015-08-20","104","55",19
"2015-08-21","104","55",19
"2015-08-22","105","56",19
"2015-08-23","105","56",19
"2015-08-24","105","56",19
"2015-08-25","105","56",19
"2015-08-26","105","56",19
"2015-08-27","105","56",19
"2015-08-28","105","56",19
"2015-08-29","105","56",19
"2015-08-30","105","56",19
"2015-08-31","106","57",19
"2015-09-01","106","57",19
"2015-09-02","106","57",19
"2015-09-03","108","58",19
"2015-09-04","108","58",19
"2015-09-05","108","58",19
"2015-09-06","108","58",19
"2015-09-07","108","58",19
"2015-09-08","108","58",19
"2015-09-09","108","58",19
"2015-09-10","109","59",19
"2015-09-11","109","59",19
"2015-09-12","110","60",19
"2015-09-13","111","60",19
"2015-09-14","111","60",19
"2015-09-15","111","60",19
"2015-09-16","111","60",19
"2015-09-17","111","60",19
"2015-09-18","111","60",19
"2015-09-19","111","60",19
"2015-09-20","111","60",19
"2015-09-21","111","60",19
"2015-09-22","111","60",19
"2015-09-23","112","61",19
"2015-09-24","112","61",19
"2015-09-25","112","61",19
"2015-09-26","112","61",19
"2015-09-27","112","61",19
"2015-09-28","112","61",19
"2015-09-29","112","61",19
"2015-09-30","113","62",19
"2015-10-01","115","63",19
"2015-10-02","115","63",19
"2015-09-11","26","23",20
"2015-09-12","36","32",20
"2015-09-13","37","33",20
"2015-09-14","38","34",20
"2015-09-15","43","38",20
"2015-09-16","49","44",20
"2015-09-17","52","47",20
"2015-09-18","52","47",20
"2015-09-19","55","50",20
"2015-09-20","61","56",20
"2015-09-21","64","59",20
"2015-09-22","65","60",20
"2015-09-23","66","61",20
"2015-09-24","66","61",20
"2015-09-25","66","61",20
"2015-09-26","69","63",20
"2015-09-27","90","84",20
"2015-09-28","101","95",20
"2015-09-29","102","96",20
"2015-09-30","104","98",20
"2015-10-01","106","100",20
"2015-10-02","106","100",20
"2015-09-20","10","10",21
"2015-09-21","36","35",21
"2015-09-22","40","39",21
"2015-09-23","49","47",21
"2015-09-24","52","50",21
"2015-09-25","54","52",21
"2015-09-26","64","62",21
"2015-09-27","72","70",21
"2015-09-28","74","72",21
"2015-09-29","75","73",21
"2015-09-30","77","75",21
"2015-10-01","80","78",21
"2015-10-02","80","78",21
"2015-09-30","15","0",22
"2015-10-01","62","0",22
"2015-10-02","75","0",22
"2015-09-05","1","0",23
"2015-09-06","1","0",23
"2015-09-07","1","0",23
"2015-09-08","22","0",23
"2015-09-09","33","0",23
"2015-09-10","37","0",23
"2015-09-11","48","0",23
"2015-09-12","49","0",23
"2015-09-13","52","0",23
"2015-09-14","53","0",23
"2015-09-15","53","0",23
"2015-09-16","53","0",23
"2015-09-17","54","0",23
"2015-09-18","54","0",23
"2015-09-19","54","0",23
"2015-09-20","54","0",23
"2015-09-21","54","0",23
"2015-09-22","54","0",23
"2015-09-23","54","0",23
"2015-09-24","54","0",23
"2015-09-25","54","0",23
"2015-09-26","54","0",23
"2015-09-27","55","0",23
"2015-09-28","55","0",23
"2015-09-29","55","0",23
"2015-09-30","55","0",23
"2015-10-01","55","0",23
"2015-10-02","55","0",23
"2015-09-02","15","15",24
"2015-09-03","34","34",24
"2015-09-04","40","40",24
"2015-09-05","43","43",24
"2015-09-06","44","44",24
"2015-09-07","46","46",24
"2015-09-08","46","46",24
"2015-09-09","47","47",24
"2015-09-10","47","47",24
"2015-09-11","47","47",24
"2015-09-12","47","47",24
"2015-09-13","47","47",24
"2015-09-14","48","48",24
"2015-09-15","49","49",24
"2015-09-16","50","50",24
"2015-09-17","50","50",24
"2015-09-18","50","50",24
"2015-09-19","50","50",24
"2015-09-20","50","50",24
"2015-09-21","50","50",24
"2015-09-22","50","50",24
"2015-09-23","50","50",24
"2015-09-24","50","50",24
"2015-09-25","50","50",24
"2015-09-26","50","50",24
"2015-09-27","50","50",24
"2015-09-28","51","51",24
"2015-09-29","51","51",24
"2015-09-30","52","52",24
"2015-10-01","52","52",24
"2015-10-02","52","52",24
"2015-10-01","31","0",25
"2015-10-02","39","0",25
"2015-09-13","1","0",26
"2015-09-14","2","0",26
"2015-09-15","2","0",26
"2015-09-16","2","0",26
"2015-09-17","2","0",26
"2015-09-18","2","0",26
"2015-09-19","9","0",26
"2015-09-20","10","0",26
"2015-09-21","12","0",26
"2015-09-22","14","0",26
"2015-09-23","14","0",26
"2015-09-24","14","0",26
"2015-09-25","14","0",26
"2015-09-26","14","0",26
"2015-09-27","14","0",26
"2015-09-28","15","0",26
"2015-09-29","15","0",26
"2015-09-30","15","0",26
"2015-10-01","15","0",26
"2015-10-02","15","0",26
"2015-10-01","14","0",27
"2015-10-02","14","0",27
"2015-07-12","1820","1672",28
"2015-07-13","3636","3365",28
"2015-07-14","4321","4012",28
"2015-07-15","4740","4398",28
"2015-07-16","4913","4548",28
"2015-07-17","5058","4685",28
"2015-07-18","5133","4756",28
"2015-07-19","5205","4828",28
"2015-07-20","5246","4864",28
"2015-07-21","5272","4887",28
"2015-07-22","5283","4898",28
"2015-07-23","5359","4970",28
"2015-07-24","5525","5127",28
"2015-07-25","5604","5203",28
"2015-07-26","6462","6014",28
"2015-07-27","7560","7068",28
"2015-07-28","7894","7385",28
"2015-07-29","7953","7436",28
