"name","url"
"1 % vom 1 % - ""Reichenbesteuerung"" für Flüchtlingshilfe!","https://www.openpetition.de/petition/online/1-vom-1-reichenbesteuerung-fuer-fluechtlingshilfe"
"Verkehrs-Infarkt im Kreis Birkenfeld verhindern – Lebensader B 41 ausbauen: Jetzt!","https://www.openpetition.de/petition/online/verkehrs-infarkt-im-kreis-birkenfeld-verhindern-lebensader-b-41-ausbauen-jetzt"
"Dietmar Nietan, stoppen Sie die Existenzgefährdung der Zeitungszusteller!","https://www.openpetition.de/petition/online/dietmar-nietan-stoppen-sie-die-existenzgefaehrdung-der-zeitungszusteller"
"Kein Gift mehr im Essen ! Chlorverbindungen, Aromaten, Acrylamid, Transfette, nein danke!","https://www.openpetition.de/petition/online/kein-gift-mehr-im-essen-chlorverbindungen-aromaten-acrylamid-transfette-nein-danke"
"Gedenken an den Nobede","https://www.openpetition.de/petition/online/gedenken-an-den-nobede"
"Bahn-Streik Nein Danke! Für ein automatisches Fahrsystem - ohne GDL - ohne Stillstand","https://www.openpetition.de/petition/online/bahn-streik-nein-danke-fur-ein-automatisches-fahrsystem-ohne-gdl-ohne-stillstand"
"Save the Paradise-Der alte Steinbruch in neuem Glanz!","https://www.openpetition.de/petition/online/save-the-paradise-der-alte-steinbruch-in-neuem-glanz"
"Begrünungs-/Urban-Gardeningfläche auf dem Koberg","https://www.openpetition.de/petition/online/begruenungs-urban-gardeningflaeche-auf-dem-koberg"
"Eine Änderung des Gesetzes das verbietet Taschenlampen an Airsoftwaffen zu montieren.","https://www.openpetition.de/petition/online/eine-aenderung-des-gesetzes-das-verbietet-taschenlampen-an-airsoftwaffen-zu-montieren"
"Fussballzentrum Jetzt !!!","https://www.openpetition.de/petition/online/fussballzentrum-jetzt"
"Herr OB Kämpfer, bitte setzten Sie sich für die Interessen der Bewohner des Kieler Grüngürtels ein!","https://www.openpetition.de/petition/online/herr-ob-kampfer-bitte-setzten-sie-sich-fur-die-interessen-der-bewohner-des-kieler-grungurtels-ein"
"Verkehrsgefahr in München-Allach","https://www.openpetition.de/petition/online/verkehrsgefahr-in-allach"
"Bürger sind auf Linie 2 angewiesen!","https://www.openpetition.de/petition/online/buerger-sind-auf-linie-2-angewiesen"
"Schulwegbeleuchtung zwischen Moitzfeld und Herkenrath (Dr. Müller-Frank-Str.)","https://www.openpetition.de/petition/online/schulwegbeleuchtung-zwischen-moitzfeld-und-herkenrath-dr-muller-frank-str"
"Kein neues Baugebiet ""Sälzer Weg"" in Melsungen!","https://www.openpetition.de/petition/online/kein-neues-baugebiet-saelzer-weg-in-melsungen"
"Eine Disco in Steinfurt / Eine für Alle - Alle für Eine / Bist du dabei?","https://www.openpetition.de/petition/online/eine-disco-in-steinfurt-eine-fuer-alle-alle-fuer-eine-bist-du-dabei"
"Keine Umgehungs-Trasse durch das Ammertal bei Unterjesingen!","https://www.openpetition.de/petition/online/keine-umgehungs-trasse-durch-das-ammertal-bei-unterjesingen"
"Aufhebung der Ferienreiseverordnung / FerReisV 1985","https://www.openpetition.de/petition/online/aufhebung-der-ferienreiseverordnung-ferreisv-1985"
"Gegen eine Hähnchenmastanlage in Hardegsen/Hevensen","https://www.openpetition.de/petition/online/gegen-eine-haehnchenmastanlage-in-hardegsen-hevensen"
"Kleinräumige Unterbringung der Asylsuchenden in der Gemeinschaftsunterkunft in Obernburg am Main","https://www.openpetition.de/petition/online/kleinraeumige-unterbringung-der-asylsuchenden-in-der-gemeinschaftsunterkunft-in-obernburg-am-main"
"Kein Ponyreiten auf dem Rodenkircher Markt","https://www.openpetition.de/petition/online/kein-pony-reiten-auf-dem-rodenkirchner-mark"
"Rettung des historischen Postamtes in Markneukirchen","https://www.openpetition.de/petition/online/rettung-des-historischen-postamtes-in-markneukirchen"
"Rettet das Milchhäusla","https://www.openpetition.de/petition/online/rettet-das-milchhaeusla"
"Keine Ehrung für Nazi-Zoodirektor","https://www.openpetition.de/petition/online/keine-ehrung-fuer-nazi-zoodirektor"
"Lebensmittel für Bedürftige","https://www.openpetition.de/petition/online/lebensmittel-reste-fuer-beduerftige"
"Für einen sicheren Ausbau des Feldatalradweges  auf der Bahntrasse im Bereich Diedorf","https://www.openpetition.de/petition/online/fur-einen-sicheren-ausbau-des-feldatalradweges-auf-der-bahntrasse-im-bereich-diedorf"
"Rettet Rheinsteig und Welterbe - Nein zum Windpark bei Lorch/Rheingau","https://www.openpetition.de/petition/online/rettet-rheinsteig-und-welterbe-nein-zum-windpark-bei-lorch-rheingau"
"Für politisch strikte Transparenz statt Schweigen zu Verfahrenspraktiken im Windenergiesektor","https://www.openpetition.de/petition/online/schluss-mit-dem-schweigen-der-politik-zu-krummen-geschaften-in-der-windenergiewirtschaft"
"Bürgerwillen akzeptieren nicht ignorieren Rot/Rot/Grüne Fraktionen wieder an die Leine nehmen","https://www.openpetition.de/petition/online/burgerwillen-akzeptieren-nicht-ignorieren-rot-rot-grune-fraktionen-wieder-an-die-leine-nehmen"
"Gleichstellung von Homosexuellen und Heterosexuellen Menschen","https://www.openpetition.de/petition/online/gleichstellung-von-homosexuellen-und-heterosexuellen-menschen"
"Abschaffung der Höchstgrenzen für die Krankenversicherung der Studierenden","https://www.openpetition.de/petition/online/abschaffung-anderung-des-hochstalters-fur-die-krankenversicherung-der-studenten"
"Gegen weitere geplante Preiserhöhungen der Deutschen Bahn","https://www.openpetition.de/petition/online/gegen-weitere-geplante-preiserhoehungen-der-deutschen-bahn"
"Betreuungsgeld und Erziehungsfreiheit wiedereinführen!","https://www.openpetition.de/petition/online/betreuungsgeld-und-erziehungsfreiheit-wiedereinfuehren"
"Verhindern Sie die Schließung von ""Salateria Rheincenter Weiden"" in Köln!","https://www.openpetition.de/petition/online/verhindern-sie-die-schliessung-von-salateria-rheincenter-weiden-in-koeln"
"Chris' sein Späti darf nicht sterben!","https://www.openpetition.de/petition/online/chris-sein-spaeti-darf-nicht-sterben"
"Stop der Baumfällungen im Kölner Süden!","https://www.openpetition.de/petition/online/stop-der-baumfaellungen-im-koelner-sueden"
"Rettungsgasse kann Leben retten, Rettungsgasse-bilden,","https://www.openpetition.de/petition/online/rettungsgasse-kann-leben-retten-rettungsgasse-bilden"
"Glasfaserausbau München - Schnelles Internet für alle Münchner","https://www.openpetition.de/petition/online/glasfaserausbau-muenchen-schnelles-internet-fuer-alle-muenchner"
"Sicherstellung der kinderärztlichen Notversorgung im Nordkreis des Rhein Erft Kreises","https://www.openpetition.de/petition/online/sicherstellung-der-kinderaerztlichen-notversorgung-im-nordkreis-des-rhein-erft-kreises"
"Frühkindliche Erziehung und Betreuung, optimale Arbeitsbedingungen für eine professionelle Umsetzung","https://www.openpetition.de/petition/online/fruehkindliche-erziehung-und-betreuung-optimale-arbeitsbedingungen-fuer-eine-professionelle-umsetzun"
"Finanzierung der Tiersammelstelle Berlin durch das Land Berlin","https://www.openpetition.de/petition/online/finanzierung-der-tiersammelstelle-berlin-durch-das-land-berlin"
"NEIN danke zum Ponykarussell auf dem Kronacher Schützenfest!!","https://www.openpetition.de/petition/online/nein-danke-zum-ponykarussell-auf-dem-kronacher-schuetzenfest"
"Hamburg braucht Natur! Nein zum Busbetriebshof im Alsterdorfer Gleisdreieck","https://www.openpetition.de/petition/online/hamburg-braucht-natur-nein-zum-busbetriebshof-im-alsterdorfer-gleisdreieck"
"Gegen die Schließung / Teilschließung der Sportanlage ""Am Wasserturm"" in 16227 Eberswalde","https://www.openpetition.de/petition/online/gegen-die-schliessung-teilschliessung-der-sportanlage-am-wasserturm-in-16227-eberswalde"
"Gegen die Ausstrahlung tierschutzrelevanter Sendungen im deutschen Fernsehen","https://www.openpetition.de/petition/online/gegen-die-ausstrahlung-tierschutzrelevanter-sendungen-im-deutschen-fernsehen"
"Das Heilig Geist Hospital in Bensheim muss  erhalten bleiben","https://www.openpetition.de/petition/online/das-heilig-geist-hospital-in-bensheim-muss-erhalten-bleiben"
"Forderung zum Verbot der Entsorgung essbarer Lebensmittel durch Supermärkte","https://www.openpetition.de/petition/online/forderung-zum-verbot-der-entsorgung-essbarer-lebensmittel-durch-supermaerkte"
"Die Pflege im St. Jakobsstift muss bleiben","https://www.openpetition.de/petition/online/die-pflege-im-st-jakobsstift-muss-bleiben"
"Abschaffung der Hunde-Rasseliste in Sachsen-Anhalt","https://www.openpetition.de/petition/online/abschaffung-der-hunde-rasseliste-in-sachsen-anhalt"
"keine weiteren Windräder im Nahebergland","https://www.openpetition.de/petition/online/keine-weiteren-windraeder-im-nahebergland"
"Petition gegen das geplante Verbot der Sterbehilfe","https://www.openpetition.de/petition/online/petition-gegen-das-geplante-verbot-der-sterbehilfe"
"Die Erhaltung des Besucherbergwerks Drei Kronen & Ehrt","https://www.openpetition.de/petition/online/die-erhaltung-des-besucherbergwerks-drei-kronen-ehrt"
"Was passiert nach der Auflösung des Elternvereins Family@SAP ?","https://www.openpetition.de/petition/online/was-passiert-nach-der-aufloesung-des-elternvereins-familysap"
"Tierhof LUCKY FARM Geißlingen - mehr Grünlandfläche für die Tiere bitte !","https://www.openpetition.de/petition/online/tierhof-lucky-farm-geisslingen-mehr-gruenlandflaeche-fuer-die-tiere-bitte"
"EU Directive 2001/51/EC ändern: Flüchtlingen die sichere Einreise ermöglichen!","https://www.openpetition.de/petition/online/eu-directive-2001-51-ec-aendern-fluechtlingen-die-sichere-einreise-ermoeglichen"
"Für die Einhaltung des Dubliner Abkommens bei der Aufnahme von Flüchtlingen in der EU","https://www.openpetition.de/petition/online/fuer-die-einhaltung-des-dubliner-abkommens-bei-der-aufnahme-von-fluechtlingen-in-der-eu"
"Kostenlose Nutzung öffentlicher Verkehrsmittel für Flüchtlinge, Asylbewerber","https://www.openpetition.de/petition/online/kostenlose-nutzung-oeffentlicher-verkehrsmittel-fuer-fluechtlinge-asylbewerber"
"24 Stunden Veröffentlichungsverbot bei Unfällen und Todesfällen","https://www.openpetition.de/petition/online/24-stunden-veroeffentlichungsverbot-bei-unfaellen-und-todesfaellen"
"Kein Ponyreiten auf dem Michelsmarkt in Andernach!","https://www.openpetition.de/petition/online/kein-ponyreiten-auf-dem-michelsmarkt-in-andernach"
"Erhalt des Geldausgabeautomaten der Volksbank-Raiffeisenbank Riedlingen in Binzwangen","https://www.openpetition.de/petition/online/erhalt-des-geldausgabeautomaten-der-volksbank-raiffeisenbank-riedlingen-in-binzwangen"
"Keine Patente auf Pflanzen,Tiere,Saatgut und Wasser in der EU","https://www.openpetition.de/petition/online/keine-patente-auf-pflanzen-tiere-saatgut-und-wasser-in-der-eu"
"Dumpinglöhne bei der Stadt Leipzig? Nein, danke!","https://www.openpetition.de/petition/online/dumpingloehne-bei-der-stadt-leipzig-nein-danke"
"Gastronomie Aussenbewirtschaftung in Heidelberg in den Sommermonaten bis mindestens 24 Uhr","https://www.openpetition.de/petition/online/gastronomie-aussenbewirtschaftung-in-heidelberg-in-den-sommermonaten-bis-mindestens-24-uhr"
"Schluss mit Abzocke der Autofahrer durch erlasswidrige Radarkontrollen","https://www.openpetition.de/petition/online/schluss-mit-abzocke-der-autofahrer-durch-erlasswidrige-radarkontrollen"
"Neue Regelung zum Erhalt des Betreuungsgeldes auf Landesebene","https://www.openpetition.de/petition/online/neue-regelung-zum-erhalt-des-betreuungsgeldes-auf-landesebene"
"Petition wir wollen Inuyasha zurück 2015","https://www.openpetition.de/petition/online/petition-wir-wollen-inuyasha-zurueck-2015"
"Kernzeitbetreuung für Grundschüler der Johannes-Kepler-Gemeinschaftsschule Magstadt","https://www.openpetition.de/petition/online/kernzeitbetreuung-fuer-grundschueler-der-johannes-kepler-gemeinschaftsschule-magstadt"
"ZONTA SAYS NO. Zonta sagt Nein zu Gewalt gegen Frauen. Ja zur „Istanbul Convention“*.","https://www.openpetition.de/petition/online/zonta-says-no-zonta-sagt-nein-zu-gewalt-gegen-frauen-ja-zur-istanbul-convention"
"Keine öffentlichen Mittel zur Finanzierung des Offshore-Terminals in Bremerhaven","https://www.openpetition.de/petition/online/keine-oeffentlichen-mittel-zur-finanzierung-des-offshore-terminals-in-bremerhaven"
"Verkehrschaos in Konstanz beenden","https://www.openpetition.de/petition/online/verkehrschaos-in-konstanz-beenden"
"Haltebuchten an allen Bushaltestellen!!!","https://www.openpetition.de/petition/online/haltebuchten-an-allen-bushaltestellen"
"Einführung psychologischer Tauglichkeitsuntersuchungen für politische Entscheidungsträger","https://www.openpetition.de/petition/online/einfuehrung-psychologischer-tauglichkeitsuntersuchungen-fuer-politische-entscheidungstraeger"
"Einheitliche und faire Vergütung des PJs in Bayern","https://www.openpetition.de/petition/online/einheitliche-und-faire-verguetung-des-pjs-in-bayern"
"Haustier Transponder (Chip) soll Pflicht werden","https://www.openpetition.de/petition/online/haustier-transponder-chip-soll-pflicht-werden"
"Kellinghusen: Keine Zerstörung des Stadtkerns - Lidl Ausbau am derzeitigen Standort","https://www.openpetition.de/petition/online/kellinghusen-keine-zerstoerung-des-stadtkerns-lidl-ausbau-am-derzeitigen-standort"
"Beitragsfreiheit: ARD, ZDF, DRadio - soll PayTV werden","https://www.openpetition.de/petition/online/beitragsfreiheit-ard-zdf-dradio-soll-paytv-werden"
"Eine Sanierung eines Bolzplatzes für unsere Kinder und Teeanger!","https://www.openpetition.de/petition/online/eine-sanierung-eines-bolzplatzes-fuer-unsere-kinder-und-teeanger"
"Schluss mit der Zwangsbeschlagnahmung von weiteren Turnhallen für Flüchtlinge","https://www.openpetition.de/petition/online/schluss-mit-der-zwangsbeschlagnahmung-von-weiteren-turnhallen-fuer-fluechtlinge"
"Produktmängel und die daraus resultierenden Kosten dürfen nicht zu Lasten des Handwerks gehen","https://www.openpetition.de/petition/online/produktmaengel-und-die-daraus-resultierenden-kosten-duerfen-nicht-zu-lasten-des-handwerks-gehen"
"Familie Shkodra soll bleiben!","https://www.openpetition.de/petition/online/familie-shkodra-soll-bleiben"
"Förderung zur Anschaffung von Elektrofahrzeugen über einen ""Elektro-Cent"" bei der Mineralölsteuer","https://www.openpetition.de/petition/online/foerderung-zur-anschaffung-von-elektrofahrzeugen-ueber-einen-elektro-cent-bei-der-mineraloelsteuer"
"Einführung eines ""Drogenführerscheins"" und von ""Drogenfachgeschäften""","https://www.openpetition.de/petition/online/einfuehrung-eines-drogenfuehrerscheins-und-von-drogenfachgeschaeften"
"Rettet die Schwaighofbucht","https://www.openpetition.de/petition/online/rettet-die-schwaighofbucht"
"Keine weitere Kürzung beim Ansbacher Stadtbusverkehr!","https://www.openpetition.de/petition/online/keine-weitere-kuerzung-beim-ansbacher-stadtbusverkehr"
"Herr Innenminister Herrmann, nach Ihren beleidigenden Äußerungen über Vertriebene: treten Sie zurück","https://www.openpetition.de/petition/online/herr-innenminister-herrmann-nach-ihren-beleidigenden-aeusserungen-ueber-vertriebene-treten-sie-zurue"
"Wassersport an der Knock (Emden) verbieten?","https://www.openpetition.de/petition/online/wassersport-an-der-knock-emden-verbieten"
"Oberhalb der Kirchhofstr. in Wuppertal-Sonnborn, NRW sollen keine 70 Häuser gebaut werden.","https://www.openpetition.de/petition/online/oberhalb-der-kirchhofstr-in-wuppertal-sonnborn-nrw-sollen-keine-70-haeuser-gebaut-werden"
"„Keine Rückkehrprämie für Flüchtlinge aus sicheren Herkunftsländern","https://www.openpetition.de/petition/online/keine-rueckkehrpraemie-fuer-fluechtlinge-aus-sicheren-herkunftslaendern-forderung-eines-wohnungspoli"
"Freie Wahl für die 2. Fremdsprache am Gymnasium Lilienthal und Eröffnung weiterer Spanisch Klassen.","https://www.openpetition.de/petition/online/freie-wahl-fuer-die-2-fremdsprache-am-gymnasium-lilienthal-und-eroeffnung-weiterer-spanisch-klassen"
"Anliegerstraße für die Karpendelle","https://www.openpetition.de/petition/online/anliegerstrasse-fuer-die-karpendelle"
"Strafbarkeit für die Anstiftung, Beihilfe und Ausgrenzung von Kindern gegenüber den Eltern","https://www.openpetition.de/petition/online/strafbarkeit-fuer-die-anstiftung-beihilfe-und-ausgrenzung-von-kindern-gegenueber-den-eltern-oder-ein"
"Änderung der Verkehrsführung Berghausener Straße/Baumberger Straße/Neustädter Straße","https://www.openpetition.de/petition/online/aenderung-der-verkehrsfuehrung-berghausener-strasse-baumberger-strasse-neustaedter-strasse"
"ALTERSARMUT!! Rente ohne Abschlag mit 61 Jahren für schwerbehinderte Menschen","https://www.openpetition.de/petition/online/altersarmut-rente-ohne-abschlag-mit-61-jahren-fuer-schwerbehinderte-menschen"
"Aussetzung des Schießbetriebes auf dem Nato-Truppenübungsplatz Bergen-Hohne","https://www.openpetition.de/petition/online/aussetzung-des-schiessbetriebes-auf-dem-nato-truppenuebungsplatz-bergen-hohne"
"Rettet den Körsch Kinder Wasserspielplatz Plieningen Stuttgart mit Wasserleitung","https://www.openpetition.de/petition/online/eine-wasserleitung-an-den-koersch-kinder-wasserspielplatz-plieningen-stuttgart"
"Gesetzesinitiative zur Einführung der Mindestwahlbeteiligung bei den Wahlen zum Deutschen Bundestag","https://www.openpetition.de/petition/online/gesetzesinitiative-zur-einfuehrung-der-mindestwahlbeteiligung-bei-den-wahlen-zum-deutschen-bundestag"
"Abschaffung von Hartz 4 bzw. Menschenwürdige Regelsätze","https://www.openpetition.de/petition/online/abschaffung-von-hartz-4-bzw-menschenwurdige-regelsatze"
"Rettungsgasse - Pflicht zur Bildung einer Rettungsgasse und Strafen bei Nichtbeachtung","https://www.openpetition.de/petition/online/rettungsgasse-pflicht-zur-bildung-einer-rettungsgasse-und-strafen-bei-nichtbeachtung"
"Mehr Bollywood Filme im Deutschen Fernsehen ausstrahlen","https://www.openpetition.de/petition/online/mehr-bollywood-filme-im-deutschen-fernsehen-ausstrahlen"
"Sofortiger Importverbot für Pelze","https://www.openpetition.de/petition/online/sofortiger-importverbot-fuer-pelze"
"Reduzierung der Belegung in der LEA Meßstetten & Schließung 2016","https://www.openpetition.de/petition/online/reduzierung-der-belegung-in-der-lea-messstetten-schliessung-2016"
"Gebt Literatur mehr Raum in Presse, Rundfunk und Fernsehen!","https://www.openpetition.de/petition/online/gebt-literatur-mehr-raum-in-presse-rundfunk-und-fernsehen"
"Gesetz zur artgerechten Haltung von Kaninchen und Meerschweinchen","https://www.openpetition.de/petition/online/gesetz-zur-artgerechten-haltung-von-kaninchen-und-meerschweinchen"
"TV Total, Schlag den Raab und Co. - Stefan Raab muss bleiben!","https://www.openpetition.de/petition/online/tv-total-schlag-den-raab-und-co-stefan-raab-muss-bleiben"
"Vermehrte Einstellungen von Polizeieinsatzkräften in Berlin Reinickendorf bzw.Gesamt-Berlin","https://www.openpetition.de/petition/online/vermehrte-einstellungen-nvon-polizeieinsatzkraeften-in-berlin-reinickendorf"
"Mehrgenerationshaus in Bergheim-Oberaußem","https://www.openpetition.de/petition/online/mehrgenerationshaus-in-bergheim-oberaussem"
"ELT ohne Neuerkerode ist kein ELT","https://www.openpetition.de/petition/online/elt-ohne-neuerkerode-ist-kein-elt"
"Kostenloser Nahverkehr --Freie Fahrt für Freie Bürger","https://www.openpetition.de/petition/online/kostenloser-nahverkehr-freie-fahrt-fuer-freie-buerger"
"Stoppt das Flüchtlingssterben: Aylan war zuviel!","https://www.openpetition.de/petition/online/stoppt-das-fluechtlingssterben-aylan-war-zuviel"
"Rettung der Ludwig - Thomaschule in Dachau","https://www.openpetition.de/petition/online/rettung-der-ludwig-thomaschule-in-dachau"
"Protest gegen die Verlandung des Remscheider Stadtparkteiches. Schutz von Fauna und Flora.","https://www.openpetition.de/petition/online/protest-gegen-die-verlandung-des-remscheider-stadtparkteiches-schutz-von-fauna-und-flora"
"STOPPT DIE JAPANISCHE REGIERUNG ! STOP FUKUSHIMA Fukushimas Schleusen schliessen","https://www.openpetition.de/petition/online/stoppt-die-japanische-regierung-stop-fukushima-fukushimas-schleusen-schliessen"
"Liebe Regierung; Tun Sie etwas oder wir kommen! JETZT.","https://www.openpetition.de/petition/online/liebe-regierung-tun-sie-etwas-oder-wir-kommen-jetzt"
"Verbot der stillschweigenden automatischen Vertragsverlängerung","https://www.openpetition.de/petition/online/verbot-der-stillschweigenden-automatischen-vertragsverlaengerung"
"Todesurteil für BÜRGERWINDPARK BARGTEHEIDE verhindern","https://www.openpetition.de/petition/online/todesurteil-fuer-buergerwindpark-bargteheide-verhindern"
"Gleiches Geld für gleiche Arbeit","https://www.openpetition.de/petition/online/gleiches-geld-fuer-gleiche-arbeit"
"Parkplatzsuchende gegen Neudorfer Schildbürgerstreich","https://www.openpetition.de/petition/online/parkplatzsuchende-gegen-neudorfer-schildbuergerstreich"
"Einschulungsalter auf mindestens 6 Jahre hoch setzen!","https://www.openpetition.de/petition/online/einschulungsalter-auf-mindestens-6-jahre-hoch-setzen"
"Erhalt der ehemaligen Gebäude der Sonnenscheinschule in Heinsberg","https://www.openpetition.de/petition/online/erhalt-der-gebaeude-der-sonnenscheinschule-in-heinsberg"
"Verbreiterung des Katzengitters im Apfelgarten in Neu Wulmstorf","https://www.openpetition.de/petition/online/verbreiterung-des-katzengitters-im-apfelgarten-in-neu-wulmstorf"
"Keine Erhöhung Des Portos","https://www.openpetition.de/petition/online/keine-erhoehung-des-portos"
"Sicherheitsdienste gegen Giftköderausleger in Schleswig Holstein","https://www.openpetition.de/petition/online/sicherheitsdienste-gegen-giftkoederausleger-in-schleswig-holstein"
"Inkasso-Verstöße wirksam verfolgen und bestrafen","https://www.openpetition.de/petition/online/inkasso-verstoesse-wirksam-verfolgen-und-bestrafen"
"UNO - die Menschheit fordert endlich und für immer den Weltfrieden - tut endlich was!","https://www.openpetition.de/petition/online/uno-die-menschheit-fordert-endlich-und-fuer-immer-den-weltfrieden-tut-endlich-was"
"Abschaffung der Familienversicherung für Jugendliche ALG 2 Empfänger ablehnen","https://www.openpetition.de/petition/online/abschaffung-der-familienversicherung-fuer-jugendliche-alg-2-empfaenger-ablehnen"
"Kein Fraking","https://www.openpetition.de/petition/online/kein-fraking"
"Spielplatz im Ringelhausen III Gebiet Laupheim","https://www.openpetition.de/petition/online/spielplatz-im-ringelhausen-iii-gebiet-laupheim"
"Erhalt der Kleingartenanlage Saaletal e.V. Halle/Saale-Lettin gegründet 1932","https://www.openpetition.de/petition/online/erhalt-der-kleingartenanlage-saaletal-e-v-halle-saale-lettin-gegruendet-1932"
"Petition für den Erhalt bzw. die Rückgewinnung des Mecklenburger Dorfes in Berlin-Köpenick","https://www.openpetition.de/petition/online/petition-fuer-den-erhalt-bzw-die-rueckgewinnung-des-mecklenburger-dorfes-in-berlin-koepenick"
"Ansbach braucht einen Sprungturm","https://www.openpetition.de/petition/online/ansbach-braucht-einen-sprungturm"
"Wer Maximal 45 Jahre in die Rentenkasse Eingezahlt hat, sollte ohne Abzüge in Rente gehen können. Eg","https://www.openpetition.de/petition/online/wer-maximal-45-jahre-in-die-rentenkasse-eingezahlt-hat-sollte-ohne-abzuege-in-rente-gehen-koennen-eg"
"Erhalt der Aussenstelle des Landratsamtes Bad Lobenstein","https://www.openpetition.de/petition/online/erhalt-der-aussenstelle-des-landratsamtes-bad-lobenstein"
"Friedenskonferenz zu Syrien !","https://www.openpetition.de/petition/online/friedenskonferenz-zu-syrien"
"Volksverhetzung auf Facebook beenden","https://www.openpetition.de/petition/online/volksverhetzung-auf-facebook-beenden"
"Flüchtlingsheime auch in Nobelviertel wie Hamburg - Harvestehude (Sophienterrasse) !","https://www.openpetition.de/petition/online/fluechtlingsheime-auch-in-nobelviertel-wie-hamburg-harvestehude-sophienterrasse"
"Verbot von KPD Symbolen","https://www.openpetition.de/petition/online/verbot-von-kpd-symbolen"
"Rasstisten, Nazis und Rechte ausweisen","https://www.openpetition.de/petition/online/rasstisten-nazis-und-rechte-ausweisen"
"Kostenlose Bildung und Betreuung aller Kinder und Jugendlicher","https://www.openpetition.de/petition/online/kostenlose-bildung-und-betreuung-aller-kinder-und-jugendlicher"
"BAYERN 3 Nightlife ""Classic Rock"" darf nicht abgesetzt werden!","https://www.openpetition.de/petition/online/bayern-3-nightlife-classic-rock-darf-nicht-abgesetzt-werden"
"Denkmalschutz für Neu Gorbitz","https://www.openpetition.de/petition/online/denkmalschutz-fuer-neu-gorbitz"
"Volle 12 Monate Kindergartenbeitragsfreiheit auch für ""Kann-Kinder"" in NRW","https://www.openpetition.de/petition/online/volle-12-monate-kindergartenbeitragsfreiheit-auch-fuer-kann-kinder-in-nrw"
"Weinstand am Fischtorplatz / Rheinufer dauerhaft einrichten","https://www.openpetition.de/petition/online/weinstand-am-fischtorplatz-rheinufer-dauerhaft-einrichten"
"#StayKuba","https://www.openpetition.de/petition/online/staykuba"
"Mehr Organisation für die Buslinie R61 (Vredener Schulverkehr am Morgen)","https://www.openpetition.de/petition/online/mehr-organisation-fuer-die-buslinie-r61-vredener-schulverkehr-am-morgen"
"Zebrastreifen vor Rathaus Schmargendorf","https://www.openpetition.de/petition/online/zebrastreifen-vor-rathaus-schmargendorf"
"Wahlrecht für Deutsche aus dem Ausland vereinfachen","https://www.openpetition.de/petition/online/demokratisches-grundrecht-fuer-deutsche-im-ausland-in-gefahr"
"Bundestagsabgeordnete sollen ihre Nebeneinkünfte für Flüchtlinge spenden","https://www.openpetition.de/petition/online/bundestagsabgeordnete-sollen-ihre-nebeneinkuenfte-fuer-fluechtlinge-spenden"
"Skischaukel am Riedberger Horn verhindern","https://www.openpetition.de/petition/online/skischaukel-am-riedberger-horn-verhindern"
"Anerkennung der Berufsbezeichnung Sozialbetreuer nach Paragraph 45a und 87b","https://www.openpetition.de/petition/online/anerkennung-der-berufsbezeichnung-sozialbetreuer-nach-paragraph-45a-und-87b"
"Nicole Köster zurück auf Rock am Ring !","https://www.openpetition.de/petition/online/nicole-koester-zurueck-auf-rock-am-ring"
"Kennzeichnungspflicht für nachhaltig produziertes Palmöl","https://www.openpetition.de/petition/online/kennzeichnungspflicht"
"Senkung des Gewerbesteuerhebesatzes in Köln","https://www.openpetition.de/petition/online/senkung-des-gewerbesteuerhebesatzes-in-koeln"
"Abschiebungsstopp ! Humanitäres Bleiberecht für Vladimir, Robert, Mihail und ihre Eltern","https://www.openpetition.de/petition/online/abschiebungsstopp-bleiberecht-fuer-vladimir-robert-mihail-und-ihre-eltern"
"Feststehende Blitzgeräte müssen aus der Ferne gut sichtbar sein!","https://www.openpetition.de/petition/online/feststehende-blitzgeraete-muessen-aus-der-ferne-gut-sichtbar-sein"
"Bezahlbarer Wohnraum für alle Studenten!","https://www.openpetition.de/petition/online/bezahlbarer-wohnraum-fuer-alle-studenten"
"Waffenstillstand im Jemen","https://www.openpetition.de/petition/online/waffenstillstand-im-jemen"
"Zweiklassenbehandlung bei der anwaltlichen Beratungskostenhilfe stoppen!","https://www.openpetition.de/petition/online/zweiklassenbehandlung-bei-der-anwaltlichen-beratungskostenhilfe-stoppen"
"Rettet den Klostergarten!","https://www.openpetition.de/petition/online/rettet-den-klostergarten"
"Freie fahrt für Gehbehinderte (auch in ICE und konsorten)","https://www.openpetition.de/petition/online/freie-fahrt-fur-gehbehinderte-auch-in-ice-und-konsorten"
"Schnelleres Internet für Cappel","https://www.openpetition.de/petition/online/schnelleres-internet-fuer-cappel"
"Führerschein Klasse B soll A1 beinhalten","https://www.openpetition.de/petition/online/fuehrerschein-klasse-b-soll-a1-beinhalten"
"Die Rutsche muss bleiben – Holzspielplatz erhalten!!!","https://www.openpetition.de/petition/online/die-rutsche-muss-bleiben-holzspielplatz-erhalten"
"Verschiebung der Sommerferien in Baden Württemberg","https://www.openpetition.de/petition/online/verschiebung-der-sommerferien-in-baden-wuerttemberg"
"Sendung mit der Maus auf Sendeplatz 11:30Uhr","https://www.openpetition.de/petition/online/sendung-mit-der-maus-auf-sendeplatz-11-30uhr"
"Öffnung der Grenzen für Flüchtlinge","https://www.openpetition.de/petition/online/oeffnung-der-grenzen-fuer-fluechtlinge"
